ALTERDATA,ITEM DO EPI,QTD,NOME SITE
SUPERVISOR DE ENFERMAGEM ENFERMARIA,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM ENFERMARIA
SUPERVISOR DE ENFERMAGEM ENFERMARIA,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM ENFERMARIA
SUPERVISOR DE ENFERMAGEM ENFERMARIA,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM ENFERMARIA
SUPERVISOR DE ENFERMAGEM NEP,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM NEP
SUPERVISOR DE ENFERMAGEM NEP,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM NEP
SUPERVISOR DE ENFERMAGEM NEP,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM NEP
SUPERVISOR DE ENFERMAGEM NSP,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM NSP
SUPERVISOR DE ENFERMAGEM NSP,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM NSP
SUPERVISOR DE ENFERMAGEM NSP,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM NSP
SUPERVISOR DE ENFERMAGEM NSP/NEP,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM NSP/NEP
SUPERVISOR DE ENFERMAGEM NSP/NEP,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM NSP/NEP
SUPERVISOR DE ENFERMAGEM NSP/NEP,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM NSP/NEP
SUPERVISOR DE ENFERMAGEM OBSTETRICIA,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM OBSTETRICIA
SUPERVISOR DE ENFERMAGEM OBSTETRICIA,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM OBSTETRICIA
SUPERVISOR DE ENFERMAGEM OBSTETRICIA,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM OBSTETRICIA
SUPERVISOR DE ENFERMAGEM QUALIDADE E VIEP,SEM EPI,0.0,SUPERVISOR DE ENFERMAGEM QUALIDADE E VIEP
SUPERVISOR DE ENFERMAGEM SPA,SEM EPI,0.0,SUPERVISOR DE ENFERMAGEM SPA
SUPERVISOR DE ENFERMAGEM UTI ADULTO,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM UTI ADULTO
SUPERVISOR DE ENFERMAGEM UTI ADULTO,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM UTI ADULTO
SUPERVISOR DE ENFERMAGEM UTI ADULTO,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM UTI ADULTO
SUPERVISOR DE ENFERMAGEM UTI NEO,Avental TNT descartável,1.0,SUPERVISOR DE ENFERMAGEM UTI NEO
SUPERVISOR DE ENFERMAGEM UTI NEO,Máscara descartável,1.0,SUPERVISOR DE ENFERMAGEM UTI NEO
SUPERVISOR DE ENFERMAGEM UTI NEO,Máscara N95,1.0,SUPERVISOR DE ENFERMAGEM UTI NEO
SUPERVISOR DE FARMACIA,Avental TNT descartável,1.0,SUPERVISOR DE FARMÁCIA
SUPERVISOR DE FARMACIA,Máscara descartável,1.0,SUPERVISOR DE FARMÁCIA
SUPERVISOR DE FARMACIA,Máscara N95,1.0,SUPERVISOR DE FARMÁCIA
SUPERVISOR DE FATURAMENTO,Avental TNT descartável,1.0,SUPERVISOR DE FATURAMENTO
SUPERVISOR DE FATURAMENTO,Máscara descartável,1.0,SUPERVISOR DE FATURAMENTO
SUPERVISOR DE FATURAMENTO,Máscara N95,1.0,SUPERVISOR DE FATURAMENTO
SUPERVISOR DE FATURAMENTO E CONTAS A PAGAR,SEM EPI,0.0,SUPERVISOR DE FATURAMENTO E CONTAS A PAGAR
SUPERVISOR DE GESTAO,SEM EPI,0.0,SUPERVISOR DE GESTÃO
SUPERVISOR DE GESTAO EM SAUDE,SEM EPI,0.0,SUPERVISOR DE GESTAO EM SAUDE
SUPERVISOR DE HOTELARIA,Avental TNT descartável,1.0,SUPERVISOR DE HOTELARIA
SUPERVISOR DE HOTELARIA,Máscara descartável,1.0,SUPERVISOR DE HOTELARIA
SUPERVISOR DE HOTELARIA,Máscara N95,1.0,SUPERVISOR DE HOTELARIA
SUPERVISOR DE LOGISTICA,SEM EPI,0.0,SUPERVISOR DE LOGISTICA
SUPERVISOR DE PATRIMONIO,SEM EPI,0.0,SUPERVISOR DE PATRIMONIO
SUPERVISOR DE RECEPCAO,SEM EPI,0.0,SUPERVISOR DE RECEPÇÃO
SUPERVISOR DE RESIDENCIA MEDICA,SEM EPI,0.0,SUPERVISOR DE RESIDENCIA MEDICA
SUPERVISOR DE TERAPIA OCUPACIONAL,SEM EPI,0.0,SUPERVISOR DE TERAPIA OCUPACIONAL
SUPERVISOR DE TRANSPORTES,Avental TNT descartável,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DE TRANSPORTES,Máscara descartável,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DE TRANSPORTES,Máscara N95,1.0,SUPERVISOR DE TRANSPORTES
SUPERVISOR DO NEP,Avental TNT descartável,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NEP,Máscara descartável,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NEP,Máscara N95,1.0,SUPERVISOR DO NEP
SUPERVISOR DO NUCLEO DE SEGURANÇA DO PACIENTE,SEM EPI,0.0,SUPERVISOR DO NUCLEO DE SEGURANÇA DO PACIENTE
SUPERVISOR DO REGISTRO HOSPITALAR DE CANCER,SEM EPI,0.0,SUPERVISOR DO REGISTRO HOSPITALAR DE CANCER
SUPERVISOR EM INFORMATICA,Avental TNT descartável,1.0,SUPERVISOR EM INFORMATICA
SUPERVISOR EM INFORMATICA,Máscara descartável,1.0,SUPERVISOR EM INFORMATICA
SUPERVISOR EM INFORMATICA,Máscara N95,1.0,SUPERVISOR EM INFORMATICA
SUPERVISOR MULTI ASSISTENCIAL,SEM EPI,0.0,SUPERVISOR MULTI ASSISTENCIAL
SUPERVISOR MULTIPROFISSIONAL,SEM EPI,0.0,SUPERVISOR MULTIPROFISSIONAL
SUPERVISOR SERVICO SOCIAL,Avental TNT descartável,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR SERVICO SOCIAL,Máscara descartável,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR SERVICO SOCIAL,Máscara N95,1.0,SUPERVISOR DE SERVIÇO SOCIAL
SUPERVISOR TÉCNICO,Avental TNT descartável,1.0,SUPERVISOR TÉCNICO
SUPERVISOR TÉCNICO,Máscara descartável,1.0,SUPERVISOR TÉCNICO
SUPERVISOR TÉCNICO,Máscara N95,1.0,SUPERVISOR TÉCNICO
SUPERVISORA DE DESENVOLVIMENTO,SEM EPI,0.0,SUPERVISOR DE DESENVOLVIMENTO
SUPERVISORA MULTIDICIPLINAR,SEM EPI,0.0,SUPERVISOR MULTIDICIPLINAR
SUPERVISORA ADM DIARISTA DA PEDIATRIA,Avental TNT descartável,1.0,SUPERVISOR ADM DIARISTA DA PEDIATRIA
SUPERVISORA ADM DIARISTA DA PEDIATRIA,Máscara descartável,1.0,SUPERVISOR ADM DIARISTA DA PEDIATRIA
SUPERVISORA ADM DIARISTA DA PEDIATRIA,Máscara N95,1.0,SUPERVISOR ADM DIARISTA DA PEDIATRIA
SUPERVISORA DO REGISTRO HOSPITALAR DE CANCER,Avental TNT descartável,1.0,SUPERVISOR DO REGISTRO HOSPITALAR DE CANCER
SUPERVISORA DO REGISTRO HOSPITALAR DE CANCER,Máscara descartável,1.0,SUPERVISOR DO REGISTRO HOSPITALAR DE CANCER
SUPERVISORA DO REGISTRO HOSPITALAR DE CANCER,Máscara N95,1.0,SUPERVISOR DO REGISTRO HOSPITALAR DE CANCER
SUPORTE AO USUARIO,SEM EPI,0.0,SUPORTE AO USUARIO
TAPECEIRO,SEM EPI,0.0,TAPECEIRO
TÉCNICO DE ENFERMAGEM,Avental TNT descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Bota de PVC,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Luva de procedimento descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Máscara descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Máscara N95,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Touca TNT descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Avental TNT descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Luva de procedimento descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Máscara descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Máscara N95,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO DE ENFERMAGEM,Touca TNT descartável,1.0,TÉCNICO DE ENFERMAGEM
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Avental TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE IMOBILIZACAO ORTOPEDICA,Avental TNT descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA
TÉCNICO  DE IMOBILIZACAO ORTOPEDICA,Luva de procedimento descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA
TÉCNICO  DE IMOBILIZACAO ORTOPEDICA,Máscara descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA
TÉCNICO  DE IMOBILIZACAO ORTOPEDICA,Máscara N95,1.0,TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA
TÉCNICO  ORCAMENTISTA,SEM EPI,0.0,TÉCNICO ORCAMENTISTA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Luva de procedimento descartável,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Luva nitrílica para proteção química e biológica,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Máscara 6200,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Máscara descartável,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Máscara N95,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Sapatilha Propé descartável,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO DE IMOBILIZAÇÃO,Avental TNT descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO
TÉCNICO DE IMOBILIZAÇÃO,Luva de procedimento descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO
TÉCNICO DE IMOBILIZAÇÃO,Máscara descartável,1.0,TÉCNICO DE IMOBILIZAÇÃO
TÉCNICO DE IMOBILIZAÇÃO,Máscara N95,1.0,TÉCNICO DE IMOBILIZAÇÃO
TÉCNICO DE LABORATÓRIO,Avental TNT descartável,1.0,TÉCNICO DE LABORATÓRIO
TÉCNICO DE LABORATÓRIO,Luva de Látex,1.0,TÉCNICO DE LABORATÓRIO
TÉCNICO DE LABORATÓRIO,Máscara descartável,1.0,TÉCNICO DE LABORATÓRIO
TÉCNICO DE LABORATÓRIO,Máscara N95,1.0,TÉCNICO DE LABORATÓRIO
TÉCNICO DE LABORATÓRIO,Touca TNT descartável,1.0,TÉCNICO DE LABORATÓRIO
TÉCNICO DE NECROPSIA,Avental TNT descartável,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE NECROPSIA,Bota de PVC,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE NECROPSIA,Luva de procedimento descartável,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE NECROPSIA,Máscara descartável,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE NECROPSIA,Máscara N95,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE NECROPSIA,Touca TNT descartável,1.0,TÉCNICO DE NECROPSIA
TÉCNICO DE ORTOPEDIA,Avental TNT descartável,1.0,TÉCNICO DE ORTOPEDIA
TÉCNICO DE ORTOPEDIA,Luva de procedimento descartável,1.0,TÉCNICO DE ORTOPEDIA
TÉCNICO DE ORTOPEDIA,Máscara descartável,1.0,TÉCNICO DE ORTOPEDIA
TÉCNICO DE ORTOPEDIA,Máscara N95,1.0,TÉCNICO DE ORTOPEDIA
TÉCNICO ELETRICISTA,SEM EPI,0.0,TÉCNICO ELETRICISTA
TÉCNICO EM GESSO,Avental TNT descartável,1.0,TÉCNICO EM GESSO
TÉCNICO EM GESSO,Luva de procedimento descartável,1.0,TÉCNICO EM GESSO
TÉCNICO EM GESSO,Máscara descartável,1.0,TÉCNICO EM GESSO
TÉCNICO EM GESSO,Máscara N95,1.0,TÉCNICO EM GESSO
TÉCNICO EM HIGIENE BUCAL,Avental TNT descartável,1.0,TÉCNICO EM HIGIENE BUCAL
TÉCNICO EM HIGIENE BUCAL,Luva de procedimento descartável,1.0,TÉCNICO EM HIGIENE BUCAL
TÉCNICO EM HIGIENE BUCAL,Máscara descartável,1.0,TÉCNICO EM HIGIENE BUCAL
TÉCNICO EM HIGIENE BUCAL,Máscara N95,1.0,TÉCNICO EM HIGIENE BUCAL
TÉCNICO EM HIGIENE BUCAL,Touca TNT descartável,1.0,TÉCNICO EM HIGIENE BUCAL
TÉCNICO EM INFORMATICA,Máscara descartável,1.0,TÉCNICO EM INFORMATICA
TÉCNICO EM INFORMATICA,Máscara N95,1.0,TÉCNICO EM INFORMATICA
TÉCNICO EM MANUTENÇÃO PREDIAL,Máscara descartável,1.0,TÉCNICO EM MANUTENÇÃO PREDIAL
TÉCNICO EM MANUTENÇÃO PREDIAL,Máscara N95,1.0,TÉCNICO EM MANUTENÇÃO PREDIAL
TÉCNICO EM NUTRICAO,Avental TNT descartável,1.0,TÉCNICO EM NUTRIÇÃO
TÉCNICO EM NUTRICAO,Luva de procedimento descartável,1.0,TÉCNICO EM NUTRIÇÃO
TÉCNICO EM NUTRICAO,Máscara descartável,1.0,TÉCNICO EM NUTRIÇÃO
TÉCNICO EM NUTRICAO,Máscara N95,1.0,TÉCNICO EM NUTRIÇÃO
TÉCNICO EM PLANEJAMENTO I,SEM EPI,0.0,TÉCNICO EM PLANEJAMENTO I
TÉCNICO EM PLANEJAMENTO II,SEM EPI,0.0,TÉCNICO EM PLANEJAMENTO II
TÉCNICO EM RADIOLOGIA,Avental de chumbo ou plumbífero,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Avental TNT descartável,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Luva de procedimento descartável,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Máscara descartável,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Máscara N95,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Óculos plumbíferos,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Protetores de gônadas,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Protetores de tireoide,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM RADIOLOGIA,Touca TNT descartável,1.0,TÉCNICO EM RADIOLOGIA
TÉCNICO EM SEGURANÇA DO TRABALHO,Máscara descartável,1.0,TÉCNICO EM SEGURANÇA DO TRABALHO
TÉCNICO EM SEGURANÇA DO TRABALHO,Máscara N95,1.0,TÉCNICO EM SEGURANÇA DO TRABALHO
TÉCNICO EM TOMOGRAFIA,Avental TNT descartável,1.0,TÉCNICO EM TOMOGRAFIA
TÉCNICO EM TOMOGRAFIA,Luva de procedimento descartável,1.0,TÉCNICO EM TOMOGRAFIA
TÉCNICO EM TOMOGRAFIA,Máscara descartável,1.0,TÉCNICO EM TOMOGRAFIA
TÉCNICO EM TOMOGRAFIA,Máscara N95,1.0,TÉCNICO EM TOMOGRAFIA
TÉCNICO EM TOMOGRAFIA,Touca TNT descartável,1.0,TÉCNICO EM TOMOGRAFIA
TÉCNICO NIVEL SUPERIOR,Máscara descartável,1.0,TÉCNICO NIVEL SUPERIOR
TÉCNICO NIVEL SUPERIOR,Máscara N95,1.0,TÉCNICO NIVEL SUPERIOR
TÉCNICO ADMINISTRATIVO,SEM EPI,0.0,TÉCNICO ADMINISTRATIVO
TÉCNICO  DE ENFERMAGEM DE TERAPIA INTENSIVA,Touca TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
TÉCNICO DE ENFERMAGEM DE UTI,Avental TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Luva de procedimento descartável,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Luva nitrílica para proteção química e biológica,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Máscara 6200,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Máscara descartável,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Máscara N95,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Sapatilha Propé descartável,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO DE ENFERMAGEM DE UTI,Touca TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DE UTI
TÉCNICO  DE ENFERMAGEM DO TRABALHO,Avental TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DO TRABALHO
TÉCNICO  DE ENFERMAGEM DO TRABALHO,Luva de procedimento descartável,1.0,TÉCNICO DE ENFERMAGEM DO TRABALHO
TÉCNICO  DE ENFERMAGEM DO TRABALHO,Máscara N95,1.0,TÉCNICO DE ENFERMAGEM DO TRABALHO
TÉCNICO  DE ENFERMAGEM DO TRABALHO,Touca TNT descartável,1.0,TÉCNICO DE ENFERMAGEM DO TRABALHO
TÉCNICO DE MEIO AMBIENTE,SEM EPI,0.0,TÉCNICO DE MEIO AMBIENTE
TÉCNICO EM ENGENHARIA CLÍNICA,SEM EPI,0.0,TÉCNICO EM ENGENHARIA CLÍNICA
Tecnólogo  em Nutrição,Avental TNT descartável,1.0,TÉCNICO EM NUTRIÇÃO
Tecnólogo  em Nutrição,Luva de procedimento descartável,1.0,TÉCNICO EM NUTRIÇÃO
Tecnólogo  em Nutrição,Máscara descartável,1.0,TÉCNICO EM NUTRIÇÃO
Tecnólogo  em Nutrição,Máscara N95,1.0,TÉCNICO EM NUTRIÇÃO
TELEFONISTA,Máscara descartável,1.0,TELEFONISTA
TELEFONISTA,Máscara N95,1.0,TELEFONISTA
TERAPEUTA OCUPACIONAL,Avental TNT descartável,1.0,TERAPEUTA OCUPACIONAL
TERAPEUTA OCUPACIONAL,Luva de procedimento descartável,1.0,TERAPEUTA OCUPACIONAL
TERAPEUTA OCUPACIONAL,Máscara descartável,1.0,TERAPEUTA OCUPACIONAL
TERAPEUTA OCUPACIONAL,Máscara N95,1.0,TERAPEUTA OCUPACIONAL
TERAPEUTA OCUPACIONAL II,Avental TNT descartável,1.0,TERAPEUTA OCUPACIONAL II
TERAPEUTA OCUPACIONAL II,Luva de procedimento descartável,1.0,TERAPEUTA OCUPACIONAL II
TERAPEUTA OCUPACIONAL II,Máscara descartável,1.0,TERAPEUTA OCUPACIONAL II
TERAPEUTA OCUPACIONAL II,Máscara N95,1.0,TERAPEUTA OCUPACIONAL II
